Name	Set	ImageFile	Type	Gold	Number	Rarity	Text	Lore
Divine Naga	03Phoenix	p81	Dragon	1	81	Common	STRENGTH: 2 Flying dragons lose 2 strength for the rest of the battle in which Divine Naga participates.	Divine Naga is an Indian Dragon that creates clouds and rain.
Earthly Naga	03Phoenix	p82	Dragon	2	82	Uncommon	STRENGTH: 0 Earthly Naga gains +1 strength for each terrain card on him.  Ignore all other effects of terrain card except gold symbols.	Earthly Naga is the Indian Dragon that clears out rivers.
Hidden Naga	03Phoenix	p83	Dragon	1	83	Common	STRENGTH: 2 When Hidden Naga is face up, no treasure in this row can be removed by opponent.	Hidden Naga is an Indian Dragon that guards treasure.
Piasa	03Phoenix	p84	Dragon	1	84	Common	STRENGTH: 1 FLYING Night cannot be played in a battle in which Piasa is participating.	Piasa is a North American Dragon worshipped by Indians.  Piasa means man-eating bird.
O-Gon-Cho	03Phoenix	p85	Dragon	3	85	Uncommon	STRENGTH: 0 FLYING When defending, O-Gon-Cho's strength is the number of cards in opponent's hand at the start of the battle phase.	O-Gon-Cho is a Japanese Dragon that lies in a deep pond and flies as a golden feathered bird every 50 years.
Ethiopian Dream	03Phoenix	p86	Dragon	1	86	Common	STRENGTH: 2 FLYING When Ethiopian Dream loses a battle, you can put a -1 strength counter on any face up dragon.	Ethiopian Dream is an African Dragon.
Dragon of Knucker Hole	03Phoenix	p87	Dragon	3	87	Uncommon	STRENGTH: 0 When attacking, Dragon of Knucker Hole's strength is the number of cards you have in your hand at the start of the battle phase.	Dragon of Knucker Hole is an English Dragon killed by a Knight who won the hand of the King's daughter for his deed.
Dragon of Exe Valley	03Phoenix	p88	Dragon	2	88	Uncommon	STRENGTH: 1 FLYING When attacking, Dragon of Exe Valley's strength is the number of treasures in play on both sides.	This is an English Dragon who flies across Exe Valley every night to guard Treasure Hordes at Cadbury Castle and Dolbury Hill.
White-Eared Dragon	03Phoenix	p89	Dragon	1	89	Common	STRENGTH: 4 When White-Eared Dragon wins a battle, you may turn any face up dragon face down.	White-Eared Dragon is a Hindu Dragon from Valley of Indus.
Green Dragon	03Phoenix	p90	Dragon	1	90	Common	STRENGTH: 1 When Green Dragon loses a battle winning dragon loses any special abilities for the rest of the game.	Green Dragon is a Chinesse Dragon in Feng-shui myth.
Fu-Tsang-Lung	04Chameleon	c01	Dragon	2	1	Uncommon-1	STRENGTH: 4 In the Discard Phase of each players' turn, all face up Dragons with a Current Strength below zero are killed and not replaced.	Wounded dragons are his favorite prey.
Ai-Wa	04Chameleon	c02	Dragon	1	2	Common-2	STRENGTH: 3 SUBTERRANEAN Non-Subterranean Dragons get a -2 strength modifer while in battle with Ai-Wa.	
Mucilinda	04Chameleon	c03	Dragon	2	3	Uncommon-2	STRENGTH: 4 Immune to Dragon Slayers.  While Mucilinda is face up, all of your Nagas get +1 strength.  Action: Turn any Naga face down.	
Chao-Fung	04Chameleon	c04	Dragon	1	4	Common-2	STRENGTH: 3 FLYING Gain one gold piece from the Gold Mine for each card played by an opponent during your Action Phases.	
Dragonfly	04Chameleon	c05	Dragon	0	5	Common-2	STRENGTH: 0 FLYING SCOUT When Dragonfly attacks a face down card, guess whether it's a Dragon or Terrain.  If you are right, gain two gold pieces; if wrong, lose two gold pieces.	
Mixcoatl	04Chameleon	c06	Dragon	6	6	Uncommon-2	STRENGTH: 0 FLYING While attacking, Mixcoatl uses an assigned strength equal to the number of gold pieces in your gold pile at the moment he attacks.	
Fire Drake	04Chameleon	c07	Dragon	2	7	Uncommon-4	STRENGTH: 4 While defending, Fire Drake gets +1 strength for each Treasure in play (including against Dragon Slayers).	
Chi-Wen	04Chameleon	c08	Dragon	2	8	Uncommon-3	STRENGTH: 0 SCOUT Place a +1 strength counter on Chi-Wen each time Chi-Wen attacks and eliminates a Terrain card.	
Ti-Lung	04Chameleon	c09	Dragon	1	9	Common-2	STRENGTH: 3 SUBTERRANEAN Gain one gold piece each time an opponent exchanges one of their Battle Positions in lieu of attacking.	
Dragon of Nunnington	04Chameleon	c10	Dragon	1	10	Uncommon-4	STRENGTH: 4 FLYING Reaction: Pay two gold pieces to counter any Dragon Slayer Action aimed at Dragon of Nunnington or any target one card away (including diagonally).	
Hege	04Chameleon	c11	Dragon	2	11	Uncommon-3	STRENGTH: 2 FLYING Action or Battle Action: Once on each player's turn Hege may use any Treasure in play as if it were in this row.	
Dragon of Wells	04Chameleon	c12	Dragon	1	12	Uncommon-3	STRENGTH: 1 Action: Pay one gold piece to give a +1 strength counter to any other face up Dragon.  This Action may be used once on each of your turns.	
Dragon of Deerhurst	04Chameleon	c13	Dragon	1	13	Uncommon-4	STRENGTH: 3 Action or Battle Action: Pay one gold piece to remove all negative strength modifiers from Dragon of Deerhurst.	
Megalith	04Chameleon	c14	Dragon	2	14	Uncommon-2	STRENGTH: 3 Native Terrain: Ruins.  When Megalith is killed in a battle, one opposing Dragon must be turned face down.  It must be paid for again when it is turned face up.	
Oceanus	04Chameleon	c15	Dragon	2	15	Uncommon-2	STRENGTH: 1 Native Terrain: Ocean.  Battle Action: Discard a Seaweed card from your hand; Oceanus survives this battle.	
Sea Goat	04Chameleon	c16	Dragon	1	16	Uncommon-4	STRENGTH: 4 Gain two gold pieces from the Gold Mine each time an opponent plays a Reaction card.	
Drachenfels	04Chameleon	c17	Dragon	2	17	Uncommon-3	STRENGTH: 4 FLYING Native Terrain: Mountain.  Battle Action: Pay one gold piece; opposing Dragon gets a -1 strength counter.  This may be done once per battle.	
Helix	04Chameleon	c18	Dragon	2	18	Uncommon-3	STRENGTH: 1 Native Terrain: Vines.  Action: Pay one gold; no Battle Action Cards may be played this turn.	
Ripplet	04Chameleon	c19	Dragon	2	19	Uncommon-3	STRENGTH: 3 Native Terrain: Stream.  When Ripplet loses a battle opponent must pay you two gold.  If opponent cannot pay they must discard a card from  their hand at random.	
Lacustrian	04Chameleon	c20	Dragon	2	20	Uncommon-4	STRENGTH: 2 Native Terrain: Lake x2	
Teuton	04Chameleon	c21	Dragon	2	21	Uncommon-4	STRENGTH: 1 Native Terrain: Forest	
Kalahari	04Chameleon	c22	Dragon	2	22	Uncommon-2	STRENGTH: 4 Native Terrain: Desert.  Heatwaves have no effect on Kalahari.  Each Heatwave in your discard pile counts as if it were a Desert Terrain.	
Riparian	04Chameleon	c23	Dragon	2	23	Uncommon-2	STRENGTH: 3 FLYING Native Terrain: River.  Action: Pay one gold piece to look at opponent's hand; opponent must discard all Dwarven Armies.	
Miasma	04Chameleon	c24	Dragon	2	24	Uncommon-4	STRENGTH: 0 Native Terrain: Swamp x2	
Bellerophon	04Chameleon	c25	Dragon Slayer Action	2	25	Common-3	Bellerophon kills any Dragon with the Native Terrain special ability, or allows you to remove from the game up to three cards from your opponent's discard piles.	
Argonauts	04Chameleon	c26	Dragon Slayer Action	4	26	Common-2	The Argonauts kill every face up Dragon whose current strength is less than zero.	
Rustem	04Chameleon	c27	Dragon Slayer Action	0	27	Common-3	Opponent must discard an Intercept Action from their hand.  If they have no Intercept Actions you still must skip your Battle Phase.	
Reclaimed Treasure	04Chameleon	c28	Action	2	28	Common-3	Return any Treasure card from your Treasure Horde Discard Pile to your hand.	
Sanctuary	04Chameleon	c29	Action	2	29	Common-3	Target face up Dragon can't be attacked by a Dragon unless your opponent pays three gold pieces to the Gold Mine.  In each of your Draw Phases, pay two gold pieces to the Gold Mine or discard Sanctuary from target Dragon.	
All or Nothing	04Chameleon	c30	Action	0	30	Uncommon-3	Roll a six-sided die.  On a result of 1 through 5, you gain gold equal to double the number rolled.  On a result of 6, you lose all of your positions and the game.  Score the game normally.	
Torrential Rains	04Chameleon	c31	Action	2	31	Common-3	You may rearrange all the cards in an opponent's battlefield; no cards may be turned face up or face down, and attached cards may not change targets.  You may not look at face down cards.	
Lost City	04Chameleon	c32	Action	0	32	Common-3	Opponent may not look at any face down cards in their battlefield during the remainder of this turn and the next.	
Golem	04Chameleon	c33	Action	4	33	Uncommon-2	Replace any Dragon or face down Terrain in your battlefield with the Golem, which instantly becomes a duplicate of any face up Dragon in play for the rest of the  game.  If original Dragon leaves play, Golem is discarded and not replace.	
Grave Diggers	04Chameleon	c34	Action	2	34	Common-3	Return any Dragon Slayer card from your Treasure Horde Discard Pile to your hand.	
Stolen Equipment	04Chameleon	c35	Action	1	35	Common-2	Each player selects and discards one card from their hand for each face up Dragon in their battlefield.	
Freya	04Chameleon	c36	Action	0	36	Common-3	Immediately exchange any Dragon or face down Terrain in your battlefield with the top card of your Dragon Lair Draw Pile.	
Treasure Find	04Chameleon	c37	Action	3	37	Uncommon-3	Search your Treasure Horde Draw Pile for any Treasure and put it directly into play, paying for it normally.	
Gold Dig	04Chameleon	c38	Action	0	38	Common-2	You gain X gold pieces; X equals the number of gold symbols on the top card in your Dragon Lair Discard Pile.	
Brain Drain	04Chameleon	c39	Action	2	39	Common-3	Target Dragon loses all special abilities while Brain Drain is on it.  Discard Brain Drain if target Dragon is turned face down.	
Windfall	04Chameleon	c40	Action	0	40	Common-3	Each player gains one gold piece from the Gold Mine for each face up Dragon in his or her battlefield when Windfall is played.	
Shifting Sands	04Chameleon	c41	Action	1	41	Common-2	You may rearrange all the cards in your battlefield.  No cards may be t urned face up or face down and attached cards may not change targets.	
Treasure Fire	04Chameleon	c42	Action	3	42	Common-3	All of your opponents' Treasures that are in play when you play Treasure Fire are immediately discarded.	
Thunderbolt	04Chameleon	c43	Action	2	43	Common-3	For each gold you pay in addition to the cost of Thunderbolt, put a -1 strength counter on any one face up Dragon.	
Black Rainbow	04Chameleon	c44	Action	2	44	Common-2	Turn all of your own face up Dragons face down.	
Rainbow	04Chameleon	c45	Action	0	45	Common-3	Turn as many of your Dragons as you wish face up (paying for them, if required).  Gain one gold piece from the Gold Mine for each Dragon turned face up by this Action.	
Scorpion Men	04Chameleon	c46	Battle Action	1	46	Common-2	The player who wins this battle must discard the top two cards from his or her Dragon Lair Draw Pile.	
Alberich	04Chameleon	c47	Battle Action	1	47	Uncommon-4	STRENGTH MODIFIER: +1 The winner of this battle gains one additional Treasure Position in this row.  Use Alberich to mark the new position.  Alberich counts as a Dwarven Army.	
Horn of the Unicorn	04Chameleon	c48	Battle Action	1	48	Common-3	You may discard any Dragon in your Battlefield instead of the Dragon that loses this battle.  You may not discard a Dragon that was involved in the Battle.  Discarded Dragon need not have been paid for.	
Mental Domination	04Chameleon	c49	Battle Action	2	49	Uncommon-4	You can force any face up Dragon of two or less base strength to Help on either side of this battle.  Target Dragon can't already be in the battle.	
Spectral Shift	04Chameleon	c50	Battle Action	0	50	Common-2	Exchange one of your Dragons in this battle with the top card of your Dragon Lair Draw Pile.  If you draw a Terrain, discard it and draw again.  If it is a Dragon you must pay for it normally.	
Flag of Truce	04Chameleon	c51	Battle Action	0	51	Common-3	Pay two gold pieces to your opponent; all of your Dragons survive this battle.	
Deep Freeze	04Chameleon	c52	Battle Action	3	52	Uncommon-3	At the end of the battle, the winning Dragon's base strength becomes zero (and remains zero) as long as Deep Freeze is on it.  Dragon's owner may discard three cards from their hand (as an Action) to remove Deep Freeze.	
Royal Archers	04Chameleon	c53	Battle Action	1	53	Common-3	STRENGTH MODIFIER: +2 Playable only by the defending player, not on a flying or subterranean Dragon.  If target Dragon survives this battle, put a +1 or -1 strength counter on any face up Dragon.	
Possession From Beyond	04Chameleon	c54	Battle Action	1	54	Common-2	Add the base strength of any Dragon that is the top card of any Dragon Lair Discard Pile to your side in this battle.  The possessed Dragon's base strength becomes zero for the rest of this battle.	
Nibelungs	04Chameleon	c55	Battle Action	1	55	Common-3	STRENGTH MODIFIER: +1 The player that wins this battle may draw two additional cards in his or her next Draw Phase.  The Nibelungs counts as a Dwarven Army.	
Tower of Babel	04Chameleon	c56	Battle Action	0	56	Common-3	Each Dragon helping in this battle counts as a -2 strength modifier for its side, instead of adding its strength to the battle.	
Dwarven Legion	04Chameleon	c57	Battle Action	3	57	Uncommon-3	STRENGTH MODIFIER: +2 The player that wins this battle gains gold each to the strength difference between the two sides at the end of the battle.  Dwarven Legion counts as a Dwarven Army.	
Thor's Hammer	04Chameleon	c58	Battle Action	2	58	Common-2	Target Dragon's Base Strength is doubled for the rest of this battle.  No more than one Thor's Hammer may be played on each Dragon.	
Last Will and Testament	04Chameleon	c59	Battle Action	2	59	Common-3	If target Dragon is killed in this battle its owner gains gold equal to the target Dragon's base strength plus gold symbols.	
Lucky Strike	04Chameleon	c60	Battle Action	0	60	Common-3	Whoever is behind in this battle when Lucky Strike is played gains one gold piece from the Gold Mine.	
Sorcerer	04Chameleon	c61	Reaction	2	61	Uncommon-1	The Sorcerer duplicates any Action or Reaction card just played by your opponent.  The Sorcerer is also playable as a Battle Reaction to duplicate any Battle Action just played by your opponent.	
Field of Gold	04Chameleon	c62	Terrain	4	62	Common-3	STRENGTH MODIFIER: +1	
Arctic Winds	04Chameleon	c63	Terrain	2	63	Common-2	Dragon with Arctic Winds on it may not move during its owner's Movement Phase.	
Poison Forest	04Chameleon	c64	Terrain	0	64	Common-3	STRENGTH MODIFIER: -3	
Swamp of Lernea	04Chameleon	c65	Terrain	1	65	Common-2	A Dragon in the Swamp of Lernea may be killed by any Dragon Slayer, regardless of what the Dragon Slayer card says.	
Overgrown Monument	04Chameleon	c66	Terrain	0	66	Uncommon-3	Draw a card from your Treasure Horde if Overgrown Monument applies to the Dragon that discovers it.  Counts as both Ruins and Vines for Native Terrain Dragons.	
Waterfall	04Chameleon	c67	Terrain	0	67	Uncommon-3	STRENGTH MODIFIER: -1 Counts as both a Stream and a Mountain for Native Terrain Dragons.	
Oasis	04Chameleon	c68	Terrain	1	68	Uncommon-3	Counts as both a Desert and a Lake for Native Terrain Dragons.	
Delta	04Chameleon	c69	Terrain	0	69	Uncommon-3	If Delta applies to the Dragon that discovers it the Dragon's owner must discard a card at random from their hand.  Counts as both a River and an Ocean for Native Terrain Dragons.	
Chaparral	04Chameleon	c70	Terrain	0	70	Uncommon-1	STRENGTH MODIFIER: -1 Chameleon Reaction: Pay three gold pieces to change Chaparral to a Strength 0 Dragon for the rest of the game.  While attacking, Chaparral has an Assigned Strength equal to the number of Terrain cards in your Discard Pile.	
Bracken	04Chameleon	c71	Terrain	0	71	Uncommon-3	STRENGTH MODIFIER: -1 Chameleon Reaction: Pay one gold piece to change Bracken to a Strength 0 Subterranean Scout for the rest of the game.	
Shoal	04Chameleon	c72	Terrain	0	72	Uncommon-3	STRENGTH MODIFIER: -1 Chameleon Reaction: Pay five gold pieces to change Shoal to a Strength 4 Subterranean Dragon for the rest of the game.	
Grotto	04Chameleon	c73	Terrain	0	73	Uncommon-3	STRENGTH MODIFIER: -1 Chameleon Reaction: Pay four gold pieces to change Grotto to a Strength 3 Subterranean Dragon for the rest of the game.	
Crag	04Chameleon	c74	Terrain	0	74	Uncommon-3	STRENGTH MODIFIER: -1 Chameleon Reaction: Pay three gold pieces to change Crag to a Strength 2 Subterranean Dragon for the rest of the game.	
Nebula	04Chameleon	c75	Terrain	0	75	Uncommon-3	STRENGTH MODIFIER: -1 Chameleon Reaction: Pay two gold pieces to change Nebula to a Strength 1 Flying Dragon for the rest of the game.	
Gold Market	04Chameleon	c76	Treasure	0	76	Common-3	When you play the Gold Market, put two of your gold pieces on it.  In each of your Draw Phase place one gold piece from the Gold Mine on it.  Action: Discard Gold Market and put all t he gold on it into your gold pile.	
Gold Vault	04Chameleon	c77	Treasure	0	77	Common-2	Action: Transfer any number of gold pieces between your Gold Pile and the Gold Vault.  Gold in the Vault may not be spent for any reason and may not be lost or stolen.  If the Vault changes owners or leaves play, all gold in the Vault goes with it.	
Master Ring	04Chameleon	c78	Treasure	1	78	Uncommon-2	If the Master Ring is in the same row with a Dwarven Gold Mine, the Dwarven Gold Mine now provides unlimited Treasure positions in its row.  If Master Ring is removed or stolen all excess Treasures are discarded.	
Ring of Power	04Chameleon	c79	Treasure	2	79	Uncommon-1	All of your Dwarven Army Battle Actions gain +1 Strength and can't be cancelled or countered.	The ring Draupnir, crafted by the Nibelungs, was worn by Odin.
Ring of Destiny	04Chameleon	c80	Treasure	2	80	Uncommon-2	Action: In opponent's first Action Phase, you decide which opposing face up Dragon attacks and which of your cards will be attacked.  Opponent then places Ring of Destiny in one of their Treasure positions.  Discard Ring after its second use.	
Heavyweight Alliance	04Chameleon	c81	Treasure	2	81	Common-2	Battle Action: All of your Dragons of four or more base strength may Help each other.	
Rebate	04Chameleon	c82	Treasure	1	82	Common-3	Whenever any card played is countered, the gold paid to play it is refunded.	
Precious Gems	04Chameleon	c83	Treasure	3	83	Common-2	Each Dragon in this row gains +2 strength while defending (including against Dragon Slayers).	
Cracked Cauldron	04Chameleon	c84	Treasure	1	84	Common-3	Action: Turn one Dragon in this row face up (paying for it, if required).  This Action may be used once on each of your turns.	
Enchanted Mirror	04Chameleon	c85	Treasure	1	85	Common-2	If your opponent plays a card that allows them to get a card back from a discard pile, or allows them to draw additional cards from their Treasure Horde, you may perform the same action for free.  This does not include cards that affect all players.	
Spoils of War	04Chameleon	c86	Treasure	1	86	Common-3	Each time an opponent loses a Battle position, draw one card from your Treasure Horde Draw Pile.	
Serpent Lance	04Chameleon	c87	Treasure	2	87	Uncommon-3	Action: Place a -1 strength counter on any face up Dragon, then flip a Wyvern Gold Coin.  Heads: Place another -1 counter on the target Dragon.  Tails: Discard Serpent Lance.  You may continue flipping until tails results.	
Runic Tablet	04Chameleon	c88	Treasure	2	88	Common-2	Action: The next game activity you perform that requires payment is free.  Runic Tablet is then given to your opponent who places it in any open Treasure position.  Runic Tablet gets discarded after its second use.	
Hidden Gold	04Chameleon	c89	Treasure	0	89	Common-3	On each of your Draw Phases that you begin with no gold in your gold pile, gain one gold piece from the Gold Mine.	
Flying Boulder	04Chameleon	c90	Treasure	2	90	Uncommon-3	Action: Discard Flying Boulder and place three -1 strength counters on any one face up Dragon.	
